,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.2914478039147334,0.005243728416978027,0.2844961271749012,0.31273119992559617,1.3248187047710083,1.5605762035780237,0.3822231906368665,7.804994032095541,0.5410059056234819,0.9614976052257782,3.059177799968893e-08,4.939265935499629,-2.2312581743106223,1.4619150993349792,-7.856034647982046,-1.3965966427335779,-1.4879581447963803,48.36149013392109,-210.57,170.49,32.02171171171171,0.017102571517112804,31.99,32.05,-1.5532894703197102e-05,3.890856993771282e-06,-3.420769449482971e-05,-3.310422047886746e-06,-0.0058337991409496,0.013734022964017358,-0.04476155333361271,0.019936165908025414,-1.332797959702421e-05,3.338544657567848e-06,-2.935186666748515e-05,-2.8405032258856597e-06,-0.019370565562631968,0.004852160652139031,-0.04265929832268786,-0.00412831919251818,0.012531882336507106,0.00809133210799779,2.9625918879635672e-05,0.04476157251545613,0.15837104072398192,5.414180414178857e-05,False,True,False
0,0.28727428034514046,0.0021723051368686824,0.2822857724600412,0.29411908373461504,0.5143143165486471,0.1265771402906327,0.28801050239522474,0.7287905262308285,0.36379069476137227,0.64041693013532,5.643820522038823e-08,2.8765484236168835,-1.5864174745412656,0.1348729395316876,-1.7866303177957763,-1.4337885706749631,0.7376936122102878,42.90338864511902,-117.63,161.67,32.074363636363636,0.014432841800401884,32.05,32.09,-2.3608601882233037e-05,4.429523244766047e-06,-3.586290551877307e-05,-1.2689951183565858e-05,0.00014886366229751455,0.005589281199523117,-0.028244266519890968,0.015115783473105179,-2.0257329378271297e-05,3.8007465162713665e-06,-3.0772118280427976e-05,-1.088859569922836e-05,-0.029441516171982027,0.005523913736844071,-0.04472345791894695,-0.01582522357131969,0.003485996810591199,0.004370047661883448,2.7650857620993297e-05,0.02824429085625743,0.1492368569813454,0.0002079210152604973,False,True,False
0,0.28720830913606155,0.001295918105075842,0.28311202315955525,0.29059374707256086,0.35679527609215345,0.0562831061601956,0.2280832373868686,0.48231494953332965,0.2780199860700736,0.4829074833411112,8.270501972162947e-08,2.0557379400763924,-1.4311940127145724,0.038158895643556096,-1.5161264176830436,-1.3784130581616387,0.582669683257919,30.824516152536297,-83.84,61.43,32.09216216216217,0.013578419067529783,32.07,32.13,-2.5277543917687253e-05,2.3510774868108745e-06,-3.089727244694296e-05,-1.8759058271358226e-05,-0.011516593720169006,0.0037310404656376557,-0.02136039282931981,-0.004843106015598062,-2.1689362867339592e-05,2.01733890391909e-06,-2.651136344159949e-05,-1.6096184946685404e-05,-0.03152279926413769,0.002931951929843719,-0.03853097913016968,-0.02339380875760302,0.011516645818983696,0.0037310295936949464,0.0048431933203664955,0.021360419008258393,0.14027149321266968,-6.563706563705719e-05,False,True,False
0,0.2855911009275093,0.0018514725643293648,0.28058383021202404,0.29134099100762556,0.5591017193929398,0.21247195678009292,0.27003836286575916,1.0452446759406557,0.448273547971142,0.8248484166107861,2.625858996907482e-08,3.318994954501056,-1.697344571138931,0.22492455591633068,-2.0870966603054004,-1.4739110101038342,0.613154324477106,36.67452771226799,-155.15,174.4,32.088545454545454,0.012027214067765666,32.07,32.11,-2.5277036145304728e-05,5.5633718417356835e-06,-4.027680158262207e-05,2.758685039905621e-06,-0.012445120166832418,0.011410839748661946,-0.02824560320110731,0.046089539207330436,-2.1688927173923557e-05,4.7736437936484785e-06,-3.455945591494219e-05,2.3670860215713828e-06,-0.031522166037787125,0.0069378992820610845,-0.050227883508971186,0.0034402659937651497,0.016350674724244185,0.00419733950523418,4.246381706081113e-05,0.04608954049743829,0.14471452798191067,-0.0001774451682708687,False,True,False
0,0.28213932606456504,0.001817053000686412,0.2790002139993497,0.28780819452856654,0.4050091791415914,0.24588860533660267,0.10664253947922145,0.8172634136549017,0.2817235317137393,0.5391101117531063,6.816857300862011e-08,2.478081930846539,-1.6801659597938499,0.23303104202074937,-2.087421976890181,-1.4345143735934793,-1.572121040723982,50.8223466224427,-240.0,254.02,32.10207207207207,0.011210151010019896,32.09,32.13,-2.1397284892100547e-05,6.758770074888201e-06,-4.303548662252769e-05,2.206948031924497e-06,-0.006769463388083924,0.01299762153148044,-0.03235921890024572,0.028212854511306912,-1.8359911782246992e-05,5.7993536543157406e-06,-3.6926541936513574e-05,1.8936688172571063e-06,-0.026683854991911907,0.00842864136788551,-0.05366814950273634,0.00275221279501212,0.011136556621300527,0.009521198621269867,2.66633269916721e-05,0.03235922674846588,0.15384615384615385,0.00012390312390310286,False,True,False
0,0.28296403211437937,0.010341443841287922,0.27598993606898026,0.34692857420133233,2.189200462332179,2.421864815263546,0.21510463162362956,7.194327100119841,2.174869880083959,4.9201786416515665,7.713737204539939e-09,39.79066527757155,-3.4315191027827887,2.2477199381080326,-7.978416912772561,-1.6028912403399809,2.504276018099547,55.5717789713276,-156.15,256.61,32.10181818181818,0.017409362565032564,32.07,32.13,-2.4365679925989945e-05,2.6413997919634958e-06,-3.586290551877307e-05,-1.3241688191546983e-05,-0.01981104456483106,0.007791848014955934,-0.03304593541778241,0.007539178199523793,-2.0906939184643714e-05,2.2664495708985517e-06,-3.0772118280427976e-05,-1.1362012903542639e-05,-0.030385643468461017,0.003294003392479063,-0.04472345791894695,-0.01651327677007272,0.019913893192687448,0.007524869248000979,4.6413939578095886e-05,0.03304594214326998,0.13574660633484165,-0.00026373329125623505,False,True,False
0,0.27784128614406267,0.011145427004980925,0.2575589499142786,0.330991600794608,3.943658415940277,1.836682967658315,1.8631151374714277,7.2114832417944585,2.7135978525714135,3.90897249319001,1.2661359960475238e-08,31.65376355436331,-5.388609535053244,1.5440147973750036,-8.027116688502431,-3.84037533401625,-1.6407461842849065,38.22181437512029,-149.98,103.78,32.07918918918919,0.013693736798933091,32.05,32.11,-2.0228276503018368e-05,4.125377758237287e-06,-3.144900945492408e-05,2.206948031924497e-06,-0.015256631242881931,0.012787827293874418,-0.04062588239440465,0.03164376373655766,-1.7356845692110526e-05,3.539774886936368e-06,-2.6984780645913764e-05,1.8936688172571063e-06,-0.02522602281853586,0.005144623836284112,-0.03921903232892271,0.00275221279501212,0.018197205170045555,0.008065009629967842,2.5675796362350915e-05,0.04062589615884808,0.14471452798191067,-0.00027132327132329447,False,True,False
0,0.26879443148963617,0.0020990504406533782,0.26353735509571763,0.27200856376605803,0.7661830437056065,0.6302172655671786,0.17385375875770637,2.256837772568277,0.43918042936097273,0.8878681965116074,5.897166310830926e-08,4.8528563933545215,-2.570191630149605,0.7010054143871318,-4.147777549938173,-1.9598318522630058,-0.18346719457013524,26.858168835377477,-62.59,41.53,32.09509090909091,0.024297296808359823,32.05,32.13,-1.646348280150011e-05,1.3617902098973937e-06,-2.04142692953016e-05,-1.3241688191546983e-05,0.00803899698113861,0.0008161698831815305,0.005483038690562758,0.009615367926729967,-1.4126469474436636e-05,1.1684822745372774e-06,-1.7516436559628233e-05,-1.1362012903542639e-05,-0.020531071579985776,0.001698244084403556,-0.02545796835386211,-0.01651327677007272,0.008039026948634164,0.0008161649775813627,0.0054830880445863065,0.00961538650589711,0.14479638009049775,0.0006520749273043059,False,True,False
0,0.269610826588911,0.0011816927961331698,0.26505958719512185,0.2726329789960386,0.4125811309385596,0.1597250096982121,0.1420966312703585,0.6535474132711888,0.2927480961729892,0.6364567472305431,5.00969434824583e-08,3.66701629231014,-2.1842707195667477,0.15061091374446156,-2.3721363920167806,-1.9426054443384544,0.2695195025438102,24.47121973000981,-57.35,40.97,32.16468468468469,0.02066265053048935,32.13,32.21,-1.7057089873857132e-05,3.648897454883069e-07,-1.82073212633771e-05,-1.544863622347148e-05,0.006465697218256454,0.0014663995801453208,0.0013540511574364068,0.00892464136554425,-1.4635813231682041e-05,3.1309315977211424e-07,-1.5622767742371126e-05,-1.3255681720799745e-05,-0.021271339568229262,0.0004550420815418605,-0.022705755558849988,-0.01926548956508484,0.006465739206705317,0.0014663867489263284,0.0013542636797811544,0.008924668015528719,0.1492368569813454,0.0005111442611442584,False,True,False
0,0.2682800727596963,0.0010307511861113265,0.26498152963304916,0.2707801511418833,0.23359133081684497,0.08109415600740036,0.11728781433009539,0.3972158121068997,0.17923940092534246,0.42338693991978904,7.030893733883659e-08,2.800234716269077,-2.0574922557226256,0.0865668409318948,-2.195452964862343,-1.9383022297878338,-0.08764705882352929,24.644605117756843,-59.61,35.5,32.222882882882885,0.01669988499619487,32.18,32.25,-1.7312308967624915e-05,3.560908643427497e-07,-1.8759058271358226e-05,-1.544863622347148e-05,0.00542040891481106,0.0004034504065282163,0.004106263952448527,0.006861150109893331,-1.4854803634920141e-05,3.0554329153277747e-07,-1.6096184946685404e-05,-1.3255681720799745e-05,-0.021589614962682746,0.00044406928430318875,-0.02339380875760302,-0.01926548956508484,0.00542045720878511,0.00040344674967561484,0.004106334037142828,0.006861182502352646,0.15384615384615385,0.000332221832221821,False,True,False
